round,defense,tau,alpha,alpha_dirichlet,seed,n_malicious_in_round,n_selected,tpr,fpr,precision,influence_malicious_mean,influence_benign_mean,trim_survival_malicious_mean,trim_survival_benign_mean,mask_keep_ratio,zero_sign_ratio,effective_trim_n,malicious_rank_l2_mean,malicious_rank_cos_mean,flame_n_clusters,flame_n_noise,flame_max_cluster_size,flame_fallback_triggered,clip_rate_malicious,clip_rate_benign
1,invariant,0.2,0.25,0.5,0,2,10,,,,0.20450587698374767,0.18389420055948555,0.43508061897930406,0.39122984525517396,0.47004133961084493,1.5518178525209484e-06,4,7.5,6.0,,,,,,
2,invariant,0.2,0.25,0.5,0,0,10,,,,,0.19682685919008996,,0.4,0.49206714797522483,1.6539111322920636e-06,4,,,,,,,,
3,invariant,0.2,0.25,0.5,0,1,10,,,,0.19890665878376296,0.20176640928103187,0.3948902721847676,0.4005677475350258,0.5037010855782624,1.9397723156511855e-06,4,3.0,9.0,,,,,,
4,invariant,0.2,0.25,0.5,0,4,10,,,,0.1932362726521406,0.1911606594217258,0.402594639449415,0.3982702403670566,0.4799772617847294,2.1031215632849696e-06,4,7.0,5.25,,,,,,
5,invariant,0.2,0.25,0.5,0,1,10,,,,0.20811561323607,0.19414687725146618,0.42571672545197714,0.3971425860608915,0.48885937712481636,2.409401402598315e-06,4,6.0,10.0,,,,,,
6,invariant,0.2,0.25,0.5,0,2,10,,,,0.18994332666446773,0.17436980761954046,0.42807865347948193,0.39298033663012955,0.4437112785713148,2.756518553820106e-06,4,9.0,2.0,,,,,,
7,invariant,0.2,0.25,0.5,0,1,10,,,,0.1819476623659924,0.17693696925663874,0.41016608126380044,0.3988704354151333,0.4435950964189353,2.960705113362336e-06,4,3.0,8.0,,,,,,
8,invariant,0.2,0.25,0.5,0,0,10,,,,,0.18027664011833017,,0.4,0.4506916002958255,2.940286457408113e-06,4,,,,,,,,
9,invariant,0.2,0.25,0.5,0,1,10,,,,0.17195563503031328,0.16435771081820935,0.4165654922264135,0.3981593897526208,0.4127937580985494,2.6748439300032138e-06,4,7.0,6.0,,,,,,
10,invariant,0.2,0.25,0.5,0,1,10,,,,0.17116357547986027,0.1644420874516456,0.41465491858877684,0.39837167571235815,0.4127855906361677,2.429820058552538e-06,4,7.0,3.0,,,,,,
11,invariant,0.2,0.25,0.5,0,2,10,,,,0.16117475231119457,0.16907931217008385,0.38489860708012813,0.40377534822996797,0.418746000495765,2.4706573704609838e-06,4,1.5,8.0,,,,,,
12,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1649460682040281,,0.4,0.41236517051007027,2.940286457408113e-06,4,,,,,,,,
13,invariant,0.2,0.25,0.5,0,0,10,,,,,0.16661035201354493,,0.4,0.4165258800338623,2.4706573704609838e-06,4,,,,,,,,
14,invariant,0.2,0.25,0.5,0,1,10,,,,0.1662874542663107,0.1695858807513494,0.3929843948380004,0.40077951168466663,0.42314009525711377,2.654425274048991e-06,4,5.0,10.0,,,,,,
15,invariant,0.2,0.25,0.5,0,1,10,,,,0.18297488223540012,0.18652886451082887,0.3931277338027991,0.4007635851330223,0.465433665708215,2.613587962140545e-06,4,4.0,8.0,,,,,,
16,invariant,0.2,0.25,0.5,0,2,10,,,,0.1782914943884334,0.16690498379981522,0.42153702657814773,0.394615743355463,0.42295571479384714,2.2460521549645307e-06,4,9.5,2.0,,,,,,
17,invariant,0.2,0.25,0.5,0,2,10,,,,0.15955058293983618,0.16150839819128715,0.3961115119973897,0.4009721220006526,0.4027920878524924,3.021961081225005e-06,4,8.5,5.0,,,,,,
18,invariant,0.2,0.25,0.5,0,1,10,,,,0.1635986297704852,0.17593845289555332,0.3745722802043989,0.40282530219951124,0.43676117645761636,2.91986780145389e-06,4,1.0,9.0,,,,,,
19,invariant,0.2,0.25,0.5,0,2,10,,,,0.14861818775597163,0.1577563276696325,0.38124652627615574,0.40468836843096107,0.3898217492172508,2.634006618094768e-06,4,4.0,4.5,,,,,,
20,invariant,0.2,0.25,0.5,0,1,10,,,,0.17724832586507966,0.16184955440243776,0.433928496317087,0.3962301670758792,0.4084735788717549,2.634006618094768e-06,4,6.0,4.0,,,,,,
21,invariant,0.2,0.25,0.5,0,3,10,,,,0.15089552882761428,0.15255115036837394,0.3969512632546004,0.4013066014623141,0.38013615976536513,2.5931693061863217e-06,4,6.666666666666667,6.333333333333333,,,,,,
22,invariant,0.2,0.25,0.5,0,2,10,,,,0.15765773506207265,0.15932422418156567,0.3966458682237117,0.4008385329440721,0.3974773158941677,2.613587962140545e-06,4,5.0,7.5,,,,,,
23,invariant,0.2,0.25,0.5,0,1,10,,,,0.15152644071524102,0.14945888937469498,0.4049732086815225,0.3994474212576087,0.374164111271874,2.654425274048991e-06,4,4.0,10.0,,,,,,
24,invariant,0.2,0.25,0.5,0,1,10,,,,0.14880598941353512,0.15078191304009833,0.3952761847823024,0.400524868357522,0.376460801693605,2.858611833591221e-06,4,2.0,8.0,,,,,,
25,invariant,0.2,0.25,0.5,0,4,10,,,,0.15644283331936157,0.15471093646210118,0.4026746805807556,0.39821687961282964,0.38850923801251336,2.2256334990103075e-06,4,5.0,4.25,,,,,,
26,invariant,0.2,0.25,0.5,0,3,10,,,,0.14808539721025912,0.15413247921802958,0.3888839203492734,0.4047640341360257,0.38079588653924606,2.2664708109187538e-06,4,4.666666666666667,6.666666666666667,,,,,,
27,invariant,0.2,0.25,0.5,0,1,10,,,,0.14572933731278845,0.15727440694441866,0.3733779930176364,0.40295800077581817,0.3902997499531392,2.940286457408113e-06,4,2.0,7.0,,,,,,
28,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1534134479718353,,0.4,0.3835336199295883,2.776937209774329e-06,4,,,,,,,,
29,invariant,0.2,0.25,0.5,0,1,10,,,,0.1420044723585733,0.14987038583646747,0.3810057903224555,0.40211046774194936,0.37270948622169514,2.960705113362336e-06,4,1.0,9.0,,,,,,
30,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14575253160705842,,0.4,0.3643813290176462,2.756518553820106e-06,4,,,,,,,,
31,invariant,0.2,0.25,0.5,0,1,10,,,,0.14579009622344866,0.1527093951991246,0.38361406943404797,0.4018206589517725,0.3800436632538925,2.8177745216827748e-06,4,1.0,6.0,,,,,,
32,invariant,0.2,0.25,0.5,0,1,10,,,,0.1594051448106264,0.1649900947417143,0.38777253290568503,0.4013586074549239,0.41107899937151376,2.940286457408113e-06,4,7.0,2.0,,,,,,
33,invariant,0.2,0.25,0.5,0,0,10,,,,,0.155686207728788,,0.4,0.38921551932196996,2.409401402598315e-06,4,,,,,,,,
34,invariant,0.2,0.25,0.5,0,0,10,,,,,0.15427127654578415,,0.4,0.38567819136446035,3.062798393133451e-06,4,,,,,,,,
35,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14924698038706424,,0.4,0.3731174509676605,2.4706573704609838e-06,4,,,,,,,,
36,invariant,0.2,0.25,0.5,0,2,10,,,,0.1470546988628314,0.15665204381066955,0.38015188213044987,0.4049620294673875,0.38683143705275486,2.51149468236943e-06,4,3.5,3.0,,,,,,
37,invariant,0.2,0.25,0.5,0,2,10,,,,0.14157352858395283,0.154545958110903,0.3726809001033592,0.4068297749741602,0.3798786805137824,2.368564090689869e-06,4,2.5,9.5,,,,,,
38,invariant,0.2,0.25,0.5,0,1,10,,,,0.15392659057372665,0.15419922349538906,0.39936338714465924,0.4000707347617045,0.385429900508057,2.552331994277876e-06,4,4.0,9.0,,,,,,
39,invariant,0.2,0.25,0.5,0,1,10,,,,0.13655360948054385,0.15443898076453727,0.35782040648643526,0.40468662150150725,0.3816261090903448,2.491076026415207e-06,4,1.0,9.0,,,,,,
40,invariant,0.2,0.25,0.5,0,2,10,,,,0.15366561574029414,0.1473177141280454,0.4136709435583429,0.39658226411041425,0.3714682361262379,2.0418655954223007e-06,4,7.0,2.0,,,,,,
41,invariant,0.2,0.25,0.5,0,1,10,,,,0.14174976906263367,0.1521383858869062,0.37524875027616234,0.4027501388582042,0.3777488105111974,2.4502387145067606e-06,4,5.0,2.0,,,,,,
42,invariant,0.2,0.25,0.5,0,1,10,,,,0.15213204223250762,0.15132565540920495,0.4019173526314134,0.3997869608187318,0.378515735228838,2.71568124191166e-06,4,3.0,7.0,,,,,,
43,invariant,0.2,0.25,0.5,0,2,10,,,,0.1470501501751848,0.14846387063902103,0.3969470433990365,0.40076323915024087,0.37045281636563443,2.1235402192391928e-06,4,5.5,5.5,,,,,,
44,invariant,0.2,0.25,0.5,0,1,10,,,,0.13464958536319277,0.14858565368390214,0.365915382639487,0.4037871797067237,0.367980117129578,2.654425274048991e-06,4,1.0,6.0,,,,,,
45,invariant,0.2,0.25,0.5,0,1,10,,,,0.13754183990497304,0.1518027997702246,0.3658594355221724,0.40379339605309195,0.3759417594592486,2.3277267787814227e-06,4,2.0,7.0,,,,,,
46,invariant,0.2,0.25,0.5,0,1,10,,,,0.14473501659440194,0.15106953286197128,0.38484123065689674,0.4016843077047893,0.37609020308803587,1.8785163477885167e-06,4,2.0,6.0,,,,,,
47,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14555863605011718,,0.4,0.36389659012529296,2.858611833591221e-06,4,,,,,,,,
48,invariant,0.2,0.25,0.5,0,0,10,,,,,0.15370796666531902,,0.4,0.3842699166632976,2.613587962140545e-06,4,,,,,,,,
49,invariant,0.2,0.25,0.5,0,0,10,,,,,0.15071834873512555,,0.4,0.3767958718378138,2.3889827466440917e-06,4,,,,,,,,
50,invariant,0.2,0.25,0.5,0,2,10,,,,0.1367490958633731,0.15114143168330457,0.3689366290677536,0.4077658427330616,0.3706574112982957,2.3889827466440917e-06,4,1.5,4.5,,,,,,
51,invariant,0.2,0.25,0.5,0,2,10,,,,0.14960253180659513,0.14603822399565597,0.4077721980397273,0.3980569504900682,0.3668777138946095,2.286889466872977e-06,4,2.0,4.5,,,,,,
52,invariant,0.2,0.25,0.5,0,1,10,,,,0.13672973718583334,0.14697077607698653,0.3747388964369854,0.4028067892847795,0.3648666804696781,2.51149468236943e-06,4,1.0,10.0,,,,,,
53,invariant,0.2,0.25,0.5,0,1,10,,,,0.12902505727099436,0.1467092705205186,0.3560764490813851,0.4048803945465128,0.3623521229889155,2.3277267787814227e-06,4,1.0,10.0,,,,,,
54,invariant,0.2,0.25,0.5,0,1,10,,,,0.14289808400950024,0.15231126720331853,0.3776128222625423,0.40248746419305087,0.3784248722098417,2.51149468236943e-06,4,1.0,4.0,,,,,,
55,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14747790803519029,,0.39999999999999997,0.3686947700879758,2.654425274048991e-06,4,,,,,,,,
56,invariant,0.2,0.25,0.5,0,0,10,,,,,0.155363266266216,,0.39999999999999997,0.38840816566554,2.2256334990103075e-06,4,,,,,,,,
57,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14321498271969144,,0.4,0.35803745679922866,2.7360998978658827e-06,4,,,,,,,,
58,invariant,0.2,0.25,0.5,0,2,10,,,,0.13502292491834084,0.14875172872636766,0.3699107010500498,0.4075223247374875,0.36501491991190577,2.3277267787814227e-06,4,1.5,6.0,,,,,,
59,invariant,0.2,0.25,0.5,0,2,10,,,,0.14025674727351933,0.15075865030486024,0.37739373008415344,0.40565156747896164,0.37164567424648015,2.429820058552538e-06,4,1.5,3.5,,,,,,
60,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1440555779480149,,0.4,0.3601389448700373,3.042379737179228e-06,4,,,,,,,,
61,invariant,0.2,0.25,0.5,0,3,10,,,,0.13465757842866838,0.15133149181693265,0.3680945977272947,0.4136737438311594,0.36582329450113343,1.9397723156511855e-06,4,2.0,2.3333333333333335,,,,,,
62,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14555561408903597,,0.4,0.3638890352225899,2.797355865728552e-06,4,,,,,,,,
63,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1448866989199756,,0.4,0.362216747299939,2.491076026415207e-06,4,,,,,,,,
64,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14361625014650387,,0.39999999999999997,0.35904062536625964,2.7360998978658827e-06,4,,,,,,,,
65,invariant,0.2,0.25,0.5,0,0,10,,,,,0.16333977337742128,,0.4,0.40834943344355323,2.940286457408113e-06,4,,,,,,,,
66,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1484023014275499,,0.39999999999999997,0.3710057535688748,2.429820058552538e-06,4,,,,,,,,
67,invariant,0.2,0.25,0.5,0,1,10,,,,0.142612085822564,0.1492133639445635,0.3840026364568568,0.40177748483812703,0.3713830903309088,2.3073081228271996e-06,4,1.0,9.0,,,,,,
68,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1464667761923372,,0.39999999999999997,0.36616694048084303,2.286889466872977e-06,4,,,,,,,,
69,invariant,0.2,0.25,0.5,0,1,10,,,,0.13050331298189,0.14708752088728289,0.35894690373542976,0.4045614551405078,0.363572750241859,2.4502387145067606e-06,4,1.0,5.0,,,,,,
70,invariant,0.2,0.25,0.5,0,2,10,,,,0.14220187968933673,0.1458225295088021,0.39201501914657366,0.4019962452133566,0.3627459988622725,2.286889466872977e-06,4,2.5,2.5,,,,,,
71,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1440897996153942,,0.4,0.36022449903848547,2.429820058552538e-06,4,,,,,,,,
72,invariant,0.2,0.25,0.5,0,2,10,,,,0.1457762038230594,0.1504732261266216,0.3899484469774468,0.4025128882556383,0.37383455416477285,1.9806096275596317e-06,4,1.5,9.5,,,,,,
73,invariant,0.2,0.25,0.5,0,3,10,,,,0.13703247173685817,0.1502608252497241,0.37468124776500794,0.4108508938149966,0.3657307979896608,1.7764230680174015e-06,4,2.0,2.6666666666666665,,,,,,
74,invariant,0.2,0.25,0.5,0,2,10,,,,0.14156401964819637,0.14349980060801204,0.3956715920548559,0.401082101986286,0.35778161104012224,2.0214469394680776e-06,4,2.5,3.0,,,,,,
75,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14668999293922874,,0.39999999999999997,0.36672498234807194,2.1235402192391928e-06,4,,,,,,,,
76,invariant,0.2,0.25,0.5,0,2,10,,,,0.13729563160610064,0.1401917922072246,0.39336183369331423,0.4016595415766714,0.3490314002174995,2.4502387145067606e-06,4,1.5,6.5,,,,,,
77,invariant,0.2,0.25,0.5,0,1,10,,,,0.1275332157537408,0.14650976362147683,0.35275943842162155,0.4052489512864865,0.36153027208675803,2.3889827466440917e-06,4,1.0,9.0,,,,,,
78,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14018273063586553,,0.39999999999999997,0.3504568265896638,2.2256334990103075e-06,4,,,,,,,,
79,invariant,0.2,0.25,0.5,0,2,10,,,,0.13343254367166182,0.1497760746825523,0.3643026150989427,0.4089243462252643,0.3662684212009355,2.062284251376524e-06,4,1.5,5.5,,,,,,
80,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14125658858981,,0.4,0.35314147147452507,2.756518553820106e-06,4,,,,,,,,
81,invariant,0.2,0.25,0.5,0,1,10,,,,0.12735158693525725,0.14210581172831133,0.3622306319859879,0.40419659644600137,0.3515759731225148,2.409401402598315e-06,4,1.0,10.0,,,,,,
82,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1410992832643387,,0.4,0.35274820816084673,2.409401402598315e-06,4,,,,,,,,
83,invariant,0.2,0.25,0.5,0,1,10,,,,0.12303482934286193,0.14429798682307587,0.34615849532474036,0.4059823894083621,0.3554291776876362,2.613587962140545e-06,4,1.0,10.0,,,,,,
84,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14401694585094954,,0.4,0.3600423646273738,2.776937209774329e-06,4,,,,,,,,
85,invariant,0.2,0.25,0.5,0,1,10,,,,0.14675117853277495,0.14917835429755189,0.394133148421985,0.40065187239755723,0.37233909180268554,2.348145434735646e-06,4,1.0,8.0,,,,,,
86,invariant,0.2,0.25,0.5,0,1,10,,,,0.12172968330681048,0.14014047461621193,0.3520758218202742,0.40532490868663623,0.34574848871317954,2.797355865728552e-06,4,1.0,9.0,,,,,,
87,invariant,0.2,0.25,0.5,0,2,10,,,,0.14448526232748526,0.14295101178962286,0.4034271080526687,0.3991432229868328,0.35814465474298834,2.0418655954223007e-06,4,3.5,8.5,,,,,,
88,invariant,0.2,0.25,0.5,0,2,10,,,,0.13472164325692618,0.1511239437500119,0.3644980216364246,0.40887549459089384,0.36960870912848687,2.062284251376524e-06,4,1.5,6.5,,,,,,
89,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14043526857270736,,0.4,0.3510881714317684,2.4502387145067606e-06,4,,,,,,,,
90,invariant,0.2,0.25,0.5,0,2,10,,,,0.1373955511021202,0.14227840763872568,0.38894201142546314,0.40276449714363416,0.35325459082851146,1.8172603799258476e-06,4,2.0,8.0,,,,,,
91,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1433359428375643,,0.39999999999999997,0.3583398570939107,2.634006618094768e-06,4,,,,,,,,
92,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1436221307194187,,0.4,0.3590553267985467,2.572750650232099e-06,4,,,,,,,,
93,invariant,0.2,0.25,0.5,0,1,10,,,,0.13409899245528376,0.14178697901928905,0.38037362873411273,0.4021807079184319,0.3525454509072213,2.286889466872977e-06,4,1.0,8.0,,,,,,
94,invariant,0.2,0.25,0.5,0,1,10,,,,0.13417820013200646,0.14319659413327324,0.37718382630094405,0.4025351304110062,0.35573688683286636,2.2256334990103075e-06,4,1.0,10.0,,,,,,
95,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14678220358951805,,0.39999999999999997,0.3669555089737951,2.491076026415207e-06,4,,,,,,,,
96,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14733293557791532,,0.4,0.36833233894478834,2.552331994277876e-06,4,,,,,,,,
97,invariant,0.2,0.25,0.5,0,2,10,,,,0.1370864011592406,0.144797153816892,0.3827758836071271,0.4043060290982182,0.35813750821340434,1.9806096275596317e-06,4,3.0,2.5,,,,,,
98,invariant,0.2,0.25,0.5,0,4,10,,,,0.1441626578595771,0.14830777367642697,0.3932162997230005,0.404522466851333,0.3666243183742176,1.6334924763378405e-06,4,3.0,2.5,,,,,,
99,invariant,0.2,0.25,0.5,0,1,10,,,,0.13195472430333585,0.14205817313444496,0.37421270767304504,0.402865254702995,0.35261957062833515,2.409401402598315e-06,4,1.0,10.0,,,,,,
100,invariant,0.2,0.25,0.5,0,1,10,,,,0.14040628146237244,0.1498959570528306,0.3770637646039332,0.402548470599563,0.37236747373446194,2.001028283513855e-06,4,1.0,10.0,,,,,,
101,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1442103513601479,,0.4,0.3605258784003698,2.4706573704609838e-06,4,,,,,,,,
102,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1392073722782442,,0.4,0.3480184306956105,2.143958875193416e-06,4,,,,,,,,
103,invariant,0.2,0.25,0.5,0,1,10,,,,0.13295280160932083,0.14168065338403102,0.37768571686429886,0.4024793647928557,0.35201967051640004,2.1235402192391928e-06,4,1.0,4.0,,,,,,
104,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1403014855388953,,0.4,0.35075371384723825,2.654425274048991e-06,4,,,,,,,,
105,invariant,0.2,0.25,0.5,0,1,10,,,,0.13747003830623394,0.13943961320567747,0.39490783222888826,0.4005657964190124,0.3481066392893328,1.9601909716054086e-06,4,1.0,8.0,,,,,,
106,invariant,0.2,0.25,0.5,0,1,10,,,,0.1424389612850933,0.1493401382589747,0.38328675837910176,0.4018570268467665,0.37162505140396634,2.2664708109187538e-06,4,1.0,8.0,,,,,,
107,invariant,0.2,0.25,0.5,0,3,10,,,,0.13482982239138555,0.15537699096699015,0.3614429483014605,0.4165244507279455,0.3730321009857719,1.6130738203836176e-06,4,2.0,3.6666666666666665,,,,,,
108,invariant,0.2,0.25,0.5,0,1,10,,,,0.1162167075874857,0.13997321631562742,0.337845243739538,0.40690608402894024,0.3439939136070332,2.1847961871018617e-06,4,1.0,10.0,,,,,,
109,invariant,0.2,0.25,0.5,0,2,10,,,,0.1358367704829033,0.14966976201351273,0.3698675155927066,0.4075331211018234,0.3672579092684771,1.7764230680174015e-06,4,1.5,5.0,,,,,,
110,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14044425278132722,,0.4,0.35111063195331804,2.368564090689869e-06,4,,,,,,,,
111,invariant,0.2,0.25,0.5,0,2,10,,,,0.13047177192719606,0.1436856146423025,0.3700202471392442,0.40749493821518895,0.35260711524820304,1.9397723156511855e-06,4,1.5,4.5,,,,,,
112,invariant,0.2,0.25,0.5,0,1,10,,,,0.1242998330290939,0.14567013564060985,0.3464004563977979,0.4059555048446891,0.3588327634486457,2.409401402598315e-06,4,1.0,10.0,,,,,,
113,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14738839264748704,,0.4,0.36847098161871755,2.3277267787814227e-06,4,,,,,,,,
114,invariant,0.2,0.25,0.5,0,1,10,,,,0.1307619410221727,0.14041373704462026,0.375082950789814,0.402768561023354,0.34862139360593875,2.368564090689869e-06,4,1.0,10.0,,,,,,
115,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14247492895328662,,0.39999999999999997,0.35618732238321654,2.2256334990103075e-06,4,,,,,,,,
116,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14262112652991885,,0.4,0.35655281632479713,2.429820058552538e-06,4,,,,,,,,
117,invariant,0.2,0.25,0.5,0,1,10,,,,0.13663593237678556,0.138778797862781,0.39443269010483345,0.40061858998835187,0.34641127828545365,2.2460521549645307e-06,4,4.0,1.0,,,,,,
118,invariant,0.2,0.25,0.5,0,1,10,,,,0.13088567310759258,0.1395411349909035,0.37753053507904677,0.4024966072134392,0.34668897200643106,2.1235402192391928e-06,4,1.0,6.0,,,,,,
119,invariant,0.2,0.25,0.5,0,1,10,,,,0.11389950001292734,0.14120823832141788,0.3290053950172762,0.4078882894425249,0.34619341122642205,1.8989350037427396e-06,4,1.0,5.0,,,,,,
120,invariant,0.2,0.25,0.5,0,2,10,,,,0.12533972739759153,0.1449349349923792,0.3555336191128421,0.41111659522178945,0.3525397336835541,1.9397723156511855e-06,4,1.5,5.5,,,,,,
121,invariant,0.2,0.25,0.5,0,1,10,,,,0.1295228267779265,0.1415706249607448,0.3691006929683458,0.4034332563368504,0.3509146128561575,2.205214843056085e-06,4,1.0,7.0,,,,,,
122,invariant,0.2,0.25,0.5,0,0,10,,,,,0.144558693630727,,0.4,0.36139673407681744,2.1031215632849696e-06,4,,,,,,,,
123,invariant,0.2,0.25,0.5,0,1,10,,,,0.12814032073942289,0.15119195913565495,0.3442624189328312,0.40619306456301874,0.3722169882400793,2.1847961871018617e-06,4,1.0,10.0,,,,,,
124,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14348352888280141,,0.39999999999999997,0.3587088222070035,2.940286457408113e-06,4,,,,,,,,
125,invariant,0.2,0.25,0.5,0,1,10,,,,0.11700410061705788,0.13955331248229577,0.3408753722831447,0.40656940307965056,0.34324597823943,2.348145434735646e-06,4,1.0,9.0,,,,,,
126,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14033595223014605,,0.4,0.3508398805753651,1.9397723156511855e-06,4,,,,,,,,
127,invariant,0.2,0.25,0.5,0,1,10,,,,0.12929380389812176,0.1428609396215674,0.36548393643917426,0.40383511817342505,0.3537605651230571,1.9601909716054086e-06,4,1.0,9.0,,,,,,
128,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14236172792467638,,0.4000000000000001,0.35590431981169096,2.572750650232099e-06,4,,,,,,,,
129,invariant,0.2,0.25,0.5,0,1,10,,,,0.12586485614227994,0.14158775043562283,0.35957416484634347,0.4044917594615174,0.35003865251572136,2.0418655954223007e-06,4,1.0,6.0,,,,,,
130,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14376710317669367,,0.39999999999999997,0.35941775794173414,2.756518553820106e-06,4,,,,,,,,
131,invariant,0.2,0.25,0.5,0,1,10,,,,0.12145639553877441,0.14223521141553447,0.3466287369713661,0.4059301403365148,0.3503933245696462,1.8989350037427396e-06,4,1.0,6.0,,,,,,
132,invariant,0.2,0.25,0.5,0,1,10,,,,0.12968581562726594,0.1394627337138678,0.3745843272114119,0.4028239636431764,0.346212604763019,1.9193536596969628e-06,4,1.0,8.0,,,,,,
133,invariant,0.2,0.25,0.5,0,1,10,,,,0.13565914019592787,0.14047699075554354,0.38761081715052753,0.4013765758721636,0.34998801424895487,2.1643775311476386e-06,4,1.0,9.0,,,,,,
134,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14235176362057075,,0.4,0.35587940905142684,2.2256334990103075e-06,4,,,,,,,,
135,invariant,0.2,0.25,0.5,0,1,10,,,,0.1292527461968331,0.14295734016538025,0.3651545835186326,0.4038717129423741,0.35396720192131387,2.3889827466440917e-06,4,1.0,10.0,,,,,,
136,invariant,0.2,0.25,0.5,0,3,10,,,,0.1331508208655419,0.15040582529603558,0.36673260531296153,0.4142574548658736,0.3630733099172187,1.9601909716054086e-06,4,2.0,2.3333333333333335,,,,,,
137,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1477460458251812,,0.4,0.36936511456295296,2.3277267787814227e-06,4,,,,,,,,
138,invariant,0.2,0.25,0.5,0,1,10,,,,0.14392590172546812,0.146614332448247,0.39338664236029863,0.4007348175155224,0.3658637234399228,2.0214469394680776e-06,4,2.0,10.0,,,,,,
139,invariant,0.2,0.25,0.5,0,2,10,,,,0.13860264800155978,0.14635745604884434,0.38286307126805164,0.4042842321829871,0.36201623609846856,1.7764230680174015e-06,4,3.0,3.0,,,,,,
140,invariant,0.2,0.25,0.5,0,2,10,,,,0.14045493560838185,0.14775615719704488,0.38402969117599617,0.4039925772060009,0.3657397821982807,2.286889466872977e-06,4,1.5,5.0,,,,,,
141,invariant,0.2,0.25,0.5,0,1,10,,,,0.1288095372606855,0.14039780736843646,0.3700387260228828,0.40332903044190194,0.34809745089415334,2.2256334990103075e-06,4,1.0,10.0,,,,,,
142,invariant,0.2,0.25,0.5,0,1,10,,,,0.13672932533809035,0.14470553077149437,0.3800467260522856,0.4022170304386349,0.3597697755703849,2.062284251376524e-06,4,2.0,9.0,,,,,,
143,invariant,0.2,0.25,0.5,0,1,10,,,,0.1270041742463456,0.13624968328857923,0.375404544621093,0.4027328283754341,0.3383128309608897,2.368564090689869e-06,4,2.0,10.0,,,,,,
144,invariant,0.2,0.25,0.5,0,1,10,,,,0.12541139960542758,0.14103356077986404,0.35967646231267414,0.40448039307636957,0.348678361656051,2.1847961871018617e-06,4,1.0,3.0,,,,,,
145,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14349398323464996,,0.4,0.3587349580866249,2.0418655954223007e-06,4,,,,,,,,
146,invariant,0.2,0.25,0.5,0,2,10,,,,0.12311854865331111,0.14454443753464968,0.3511170638299436,0.4122207340425141,0.3506481493959549,2.0418655954223007e-06,4,1.5,3.5,,,,,,
147,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14624747982738887,,0.39999999999999997,0.36561869956847215,2.5319133383236527e-06,4,,,,,,,,
148,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1444833896275678,,0.4,0.3612084740689195,2.654425274048991e-06,4,,,,,,,,
149,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14205111933030073,,0.4,0.35512779832575186,2.3277267787814227e-06,4,,,,,,,,
150,invariant,0.2,0.25,0.5,0,3,10,,,,0.13634191893984116,0.14461868126285557,0.38369519956037274,0.40698777161698313,0.3553391314148781,2.0214469394680776e-06,4,4.0,2.3333333333333335,,,,,,
151,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14210673974912003,,0.4,0.3552668493728001,3.001542425270782e-06,4,,,,,,,,
152,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14194175700900993,,0.4,0.3548543925225248,1.8172603799258476e-06,4,,,,,,,,
